pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					Search for the Dimuon Decay of the Higgs Boson in pp Collisions at sqrt[s]=13TeV with the ATLAS Detector.	searchforthedimuondecayofthehiggsbosoninppcollisionsatsqrts13tevwiththeatlasdetector	True	0
					DESMAN: a new tool for de novo extraction of strains from metagenomes.	desmananewtoolfordenovoextractionofstrainsfrommetagenomes	True	0
					Whole-Genome Sequencing for National Surveillance of &lt;i&gt;Shigella flexneri&lt;/i&gt;.	wholegenomesequencingfornationalsurveillanceofltigtshigellaflexneriltigt	True	0
					A longitudinal study of the infant nasopharyngeal microbiota: The effects of age, illness and antibiotic use in a 	alongitudinalstudyoftheinfantnasopharyngealmicrobiotatheeffectsofageillnessandantibioticuseina	True	0
					Crystal structures of Staphylococcus aureus ketol-acid reductoisomerase in complex with two transition state analo	crystalstructuresofstaphylococcusaureusketolacidreductoisomeraseincomplexwithtwotransitionstateanalo	True	0
					Dietary and health biomarkers-time for an update.	dietaryandhealthbiomarkerstimeforanupdate	True	0
					Reconstructing Antibody Repertoires from Error-Prone Immunosequencing Reads.	reconstructingantibodyrepertoiresfromerrorproneimmunosequencingreads	True	0
					Application of whole genome sequence analysis to the study of Mycobacterium tuberculosis in Nunavut, Canada.	applicationofwholegenomesequenceanalysistothestudyofmycobacteriumtuberculosisinnunavutcanada	True	0
					Metagenomic assessment of the interplay between the environment and the genetic diversification of Acinetobacter.	metagenomicassessmentoftheinterplaybetweentheenvironmentandthegeneticdiversificationofacinetobacter	True	0
					Role of alanine racemase mutations in &lt;i&gt;Mycobacterium tuberculosis&lt;/i&gt; D-cycloserine resistance.	roleofalanineracemasemutationsinltigtmycobacteriumtuberculosisltigtdcycloserineresistance	True	0
					Role of HIV-specific CD8&lt;sup&gt;+&lt;/sup&gt; T cells in pediatric HIV cure strategies after widespread early viral escape.	roleofhivspecificcd8ltsupgtltsupgttcellsinpediatrichivcurestrategiesafterwidespreadearlyviralescape	True	0
					A new variant of &lt;i&gt;mcr-3&lt;/i&gt; in an extensively drug-resistant &lt;i&gt;Escherichia coli&lt;/i&gt; clinical isolate carrying &lt;	anewvariantofltigtmcr3ltigtinanextensivelydrugresistantltigtescherichiacoliltigtclinicalisolatecarryinglt	True	0
					Emergence and clonal spread of colistin resistance due to multiple mutational mechanisms in carbapenemase-producin	emergenceandclonalspreadofcolistinresistanceduetomultiplemutationalmechanismsincarbapenemaseproducin	True	0
					"Erratum for Skennerton et al., ""Methane-Fueled Syntrophy through Extracellular Electron Transfer: Uncovering the G"	erratumforskennertonetalmethanefueledsyntrophythroughextracellularelectrontransferuncoveringtheg	True	0
					Extreme Deviations from Expected Evolutionary Rates in Archaeal Protein Families.	extremedeviationsfromexpectedevolutionaryratesinarchaealproteinfamilies	True	0
					Mobile Genetic Elements and Evolution of CRISPR-Cas Systems: All the Way There and Back.	mobilegeneticelementsandevolutionofcrisprcassystemsallthewaythereandback	True	0
					Microbial genome analysis: the COG approach.	microbialgenomeanalysisthecogapproach	True	0
					Role of Molecular Biology in Diagnosis and Characterization of Vulvo-Vaginitis in Clinical Practice.	roleofmolecularbiologyindiagnosisandcharacterizationofvulvovaginitisinclinicalpractice	True	0
					The antibody repertoire of colorectal cancer.	theantibodyrepertoireofcolorectalcancer	True	0
					Enhancement of lung gene delivery after aerosol: a new strategy using non-viral complexes with antibacterial prope	enhancementoflunggenedeliveryafteraerosolanewstrategyusingnonviralcomplexeswithantibacterialprope	True	0
					Indexcov: fast coverage quality control for whole-genome sequencing.	indexcovfastcoveragequalitycontrolforwholegenomesequencing	True	0
					Estimating diversification rates for higher taxa: BAMM can give problematic estimate of rates and rate shifts.	estimatingdiversificationratesforhighertaxabammcangiveproblematicestimateofratesandrateshifts	True	0
					Hemolytic uremic syndrome due to Shiga toxin-producing Escherichia coli infection.	hemolyticuremicsyndromeduetoshigatoxinproducingescherichiacoliinfection	True	0
					Recombinant Incretin-Secreting Microbe Improves Metabolic Dysfunction in High-Fat Diet Fed Rodents.	recombinantincretinsecretingmicrobeimprovesmetabolicdysfunctioninhighfatdietfedrodents	True	0
					Methicillin Resistant &lt;i&gt;Staphylococcus aureus&lt;/i&gt; Transmission in a Ghanaian Burn Unit: The Importance of Active 	methicillinresistantltigtstaphylococcusaureusltigttransmissioninaghanaianburnunittheimportanceofactive	True	0
					Geographic mosaics and changing rates of cereal domestication.	geographicmosaicsandchangingratesofcerealdomestication	True	0
					Phylogenetic Analysis of Klebsiella pneumoniae from Hospitalized Children, Pakistan.	phylogeneticanalysisofklebsiellapneumoniaefromhospitalizedchildrenpakistan	True	0
					The first near-complete assembly of the hexaploid bread wheat genome, Triticum aestivum.	thefirstnearcompleteassemblyofthehexaploidbreadwheatgenometriticumaestivum	True	0
					Neptune: a bioinformatics tool for rapid discovery of genomic variation in bacterial populations.	neptuneabioinformaticstoolforrapiddiscoveryofgenomicvariationinbacterialpopulations	True	0
					Investigation of a Cluster of Sequence Type 22 Methicillin-Resistant Staphylococcus aureus Transmission in a Commu	investigationofaclusterofsequencetype22methicillinresistantstaphylococcusaureustransmissioninacommu	True	0
					Molecular Epidemiology of Tuberculosis in British Columbia, Canada - A 10-Year Retrospective Study.	molecularepidemiologyoftuberculosisinbritishcolumbiacanadaa10yearretrospectivestudy	True	0
					Prevalence and characteristics of Shiga toxin-producing Escherichia coli in finishing pigs: Implications on public	prevalenceandcharacteristicsofshigatoxinproducingescherichiacoliinfinishingpigsimplicationsonpublic	True	0
					Performance of the ATLAS track reconstruction algorithms in dense environments in LHC Run 2.	performanceoftheatlastrackreconstructionalgorithmsindenseenvironmentsinlhcrun2	True	0
					Genome-Wide Discovery of Genes Required for Capsule Production by Uropathogenic &lt;i&gt;Escherichia coli&lt;/i&gt;.	genomewidediscoveryofgenesrequiredforcapsuleproductionbyuropathogenicltigtescherichiacoliltigt	True	0
					mosdepth: quick coverage calculation for genomes and exomes.	mosdepthquickcoveragecalculationforgenomesandexomes	True	0
					Microbiome-driven allergic lung inflammation is ameliorated by short-chain fatty acids.	microbiomedrivenallergiclunginflammationisamelioratedbyshortchainfattyacids	True	0
					&lt;i&gt;FGF4&lt;/i&gt; retrogene on CFA12 is responsible for chondrodystrophy and intervertebral disc disease in dogs.	ltigtfgf4ltigtretrogeneoncfa12isresponsibleforchondrodystrophyandintervertebraldiscdiseaseindogs	True	0
					Streptococcus bovimastitidis sp. nov., isolated from a dairy cow with mastitis.	streptococcusbovimastitidisspnovisolatedfromadairycowwithmastitis	True	0
					Modifications in the pmrB gene are the primary mechanism for the development of chromosomally encoded resistance t	modificationsinthepmrbgenearetheprimarymechanismforthedevelopmentofchromosomallyencodedresistancet	True	0
					Association of COL1A1 rs1800012 polymorphism with musculoskeletal degenerative diseases: a meta-analysis.	associationofcol1a1rs1800012polymorphismwithmusculoskeletaldegenerativediseasesametaanalysis	True	0
					Public health surveillance in the UK revolutionises our understanding of the invasive Salmonella Typhimurium epide	publichealthsurveillanceintheukrevolutionisesourunderstandingoftheinvasivesalmonellatyphimuriumepide	True	0
					Towards PubMed 2.0.	towardspubmed20	True	0
					Metagenomics reshapes the concepts of RNA virus evolution by revealing extensive horizontal virus transfer.	metagenomicsreshapestheconceptsofrnavirusevolutionbyrevealingextensivehorizontalvirustransfer	True	0
					Longitudinal genomic surveillance of MRSA in the UK reveals transmission patterns in hospitals and the community.	longitudinalgenomicsurveillanceofmrsaintheukrevealstransmissionpatternsinhospitalsandthecommunity	True	0
					Cancer in small states - No small matter.	cancerinsmallstatesnosmallmatter	True	0
					Evaluating Methods for Phylogenomic Analyses, and a New Phylogeny for a Major Frog Clade (Hyloidea) Based on 2,214	evaluatingmethodsforphylogenomicanalysesandanewphylogenyforamajorfrogcladehyloideabasedon2214	True	0
					An untypeable enterotoxigenic &lt;i&gt;Escherichia coli&lt;/i&gt; represents one of the dominant types causing human dise	anuntypeableenterotoxigenicltigtescherichiacoliltigtrepresentsoneofthedominanttypescausinghumandise	True	0
					Remarkable Diversity of &lt;i&gt;Escherichia coli&lt;/i&gt; Carrying &lt;i&gt;mcr-1&lt;/i&gt; from Hospital Sewage with the Identific	remarkablediversityofltigtescherichiacoliltigtcarryingltigtmcr1ltigtfromhospitalsewagewiththeidentific	True	0
					Radiotherapy in small countries.	radiotherapyinsmallcountries	True	0
					Aligner optimization increases accuracy and decreases compute times in multi-species sequence data.	aligneroptimizationincreasesaccuracyanddecreasescomputetimesinmultispeciessequencedata	True	0
					The enigmatic archaeal virosphere.	theenigmaticarchaealvirosphere	True	0
					Combating subclonal evolution of resistant cancer phenotypes.	combatingsubclonalevolutionofresistantcancerphenotypes	True	0
					Estimating the fitness cost and benefit of cefixime resistance in Neisseria gonorrhoeae to inform prescription pol	estimatingthefitnesscostandbenefitofcefiximeresistanceinneisseriagonorrhoeaetoinformprescriptionpol	True	0
					Integrated view of &lt;i&gt;Vibrio cholerae&lt;/i&gt; in the Americas.	integratedviewofltigtvibriocholeraeltigtintheamericas	True	0
					Genomic history of the seventh pandemic of cholera in Africa.	genomichistoryoftheseventhpandemicofcholerainafrica	True	0
					PAMDB: a comprehensive Pseudomonas aeruginosa metabolome database.	pamdbacomprehensivepseudomonasaeruginosametabolomedatabase	True	0
					Rfam 13.0: shifting to a genome-centric resource for non-coding RNA families.	rfam130shiftingtoagenomecentricresourcefornoncodingrnafamilies	True	0
					Genomic and epidemiological characterisation of a dengue virus outbreak among blood donors in Brazil.	genomicandepidemiologicalcharacterisationofadenguevirusoutbreakamongblooddonorsinbrazil	True	0
					DrugBank 5.0: a major update to the DrugBank database for 2018.	drugbank50amajorupdatetothedrugbankdatabasefor2018	True	0
					Accuracy of microbial community diversity estimated by closed- and open-reference OTUs.	accuracyofmicrobialcommunitydiversityestimatedbyclosedandopenreferenceotus	True	0
					Detecting rare asymmetrically methylated cytosines and decoding methylation patterns in the honeybee genome.	detectingrareasymmetricallymethylatedcytosinesanddecodingmethylationpatternsinthehoneybeegenome	True	0
					Erratum to: An improved assembly of the loblolly pine mega-genome using long-read single-molecule sequencing.	erratumtoanimprovedassemblyoftheloblollypinemegagenomeusinglongreadsinglemoleculesequencing	True	0
					Gene Expression Response of &lt;i&gt;Salmonella enterica&lt;/i&gt; Serotype Enteritidis Phage Type 8 to Subinhibitory Concentr	geneexpressionresponseofltigtsalmonellaentericaltigtserotypeenteritidisphagetype8tosubinhibitoryconcentr	True	0
					Comparison of classical multi-locus sequence typing software for next-generation sequencing data.	comparisonofclassicalmultilocussequencetypingsoftwarefornextgenerationsequencingdata	True	0
					Corrigendum: &lt;i&gt;In silico&lt;/i&gt; serotyping of &lt;i&gt;E. coli&lt;/i&gt; from short read data identifies limited novel O-loci bu	corrigendumltigtinsilicoltigtserotypingofltigtecoliltigtfromshortreaddataidentifieslimitednovelolocibu	True	0
					Sharing of carbapenemase-encoding plasmids between Enterobacteriaceae in UK sewage uncovered by MinION sequencing.	sharingofcarbapenemaseencodingplasmidsbetweenenterobacteriaceaeinuksewageuncoveredbyminionsequencing	True	0
					Population genetic structuring of methicillin-resistant &lt;i&gt;Staphylococcus aureus&lt;/i&gt; clone EMRSA-15 within UK refl	populationgeneticstructuringofmethicillinresistantltigtstaphylococcusaureusltigtcloneemrsa15withinukrefl	True	0
					Whole genome sequencing of &lt;i&gt;Neisseria gonorrhoeae&lt;/i&gt; reveals transmission clusters involving patients of mixed 	wholegenomesequencingofltigtneisseriagonorrhoeaeltigtrevealstransmissionclustersinvolvingpatientsofmixed	True	0
					Salmonella survival during thermal dehydration of fresh garlic and storage of dehydrated garlic products.	salmonellasurvivalduringthermaldehydrationoffreshgarlicandstorageofdehydratedgarlicproducts	True	0
					SNVPhyl: a single nucleotide variant phylogenomics pipeline for microbial genomic epidemiology.	snvphylasinglenucleotidevariantphylogenomicspipelineformicrobialgenomicepidemiology	True	0
